LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
LICFDD-2021-00028,Active,Cafe Coda,2023/06/30 05:00:00+00,Active,"1224 Williamson ST
Madison, WI 53703",1224,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2269
LICFDD-2021-00030,Active,Chang Jiang,2023/06/30 05:00:00+00,Active,"4929 Commercial AVE
Madison, WI 53704",4929,,Commercial,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2270
LICFDD-2021-00031,Active,Stack Stoughton,2023/06/30 05:00:00+00,Active,"2300 US-51 HWY C
Stoughton, WI 53589",2300,,US-51,HWY,C,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Stoughton,2271
LICFDD-2021-00032,Active,Taco Local,2023/06/30 05:00:00+00,Active,"811 Williamson ST
Madison, WI 53703",811,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2272
LICFDD-2021-00033,Active,Starbucks Coffee Company,2023/06/30 05:00:00+00,Active,"2157 Rimrock RD
Madison, WI 53713",2157,,Rimrock,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2273
LICFDD-2021-00034,Active,Starbucks Coffee Company,2023/06/30 05:00:00+00,Active,"2501 S Stoughton RD
Madison, WI 53716",2501,S,Stoughton,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2274
LICFDD-2021-00035,Active,Imperial Blades,2023/06/30 05:00:00+00,Active,"450 PROGRESS WAY
SUN PRAIRIE, WI 53590",450,,PROGRESS,WAY,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,SUN PRAIRIE,2275
LICFDD-2021-00037,Active,Sugar Troll,2023/06/30 05:00:00+00,Active,"122 E MAIN ST
VILLAGE OF MOUNT HOREB, WI 53572",122,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VILLAGE OF MOUNT HOREB,2276
LICFDD-2021-00039,Active,Common Pasta,2023/06/30 05:00:00+00,Active,"5440 WILLOW RD
WAUNAKEE, WI 53597",5440,,WILLOW,RD,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,WAUNAKEE,2277
LICFDD-2021-00040,Active,Common Pasta,2023/06/30 05:00:00+00,Active,"5440 WILLOW RD
WAUNAKEE, WI 53597",5440,,WILLOW,RD,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,WAUNAKEE,2278
LICFDD-2021-00041,Active,Promega Corporation,2023/06/30 05:00:00+00,Active,"5430 E CHERYL PKWY
FITCHBURG, WI 53711",5430,E,CHERYL,PKWY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,2279
LICFDD-2021-00049,Active,Dunkin Donuts,2023/06/30 05:00:00+00,Active,"1502 W Broadway
Madison, WI 53713",1502,W,Broadway,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2280
LICFDD-2021-00050,Well/Septic Insp Completed,Whippoorwill,2021/06/30 05:00:00+00,Pending,"7914 STATE HIGHWAY 19
DANE, WI 53529",7914,,STATE HIGHWAY 19,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DANE,2281
LICFDD-2021-00052,Active,Tricky Foods,2023/06/30 05:00:00+00,Active,"2300 US HIGHWAY 51 & 138 SUITE 3
STOUGHTON, WI 53589",2300,,US HIGHWAY 51 & 138,,SUITE 3,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,2282
LICFDD-2021-00053,Active,La Bonita,2023/06/30 05:00:00+00,Active,"4915 Commercial AVE
Madison, WI 53704",4915,,Commercial,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2283
LICFDD-2021-00055,Active,Hutong,2023/06/30 05:00:00+00,Active,"410 E Wilson ST
Madison, WI 53703",410,E,Wilson,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2284
LICFDD-2021-00056,Active,Takarajima Japanese Restaurant,2023/06/30 05:00:00+00,Active,"4674 Cottage Grove RD
Madison, WI 53716",4674,,Cottage Grove,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2285
LICFDD-2021-00057,Active,Steak Grilled,2023/06/30 05:00:00+00,Active,"213 East Towne MALL
Madison, WI 53704",213,,East Towne,MALL,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2286
LICFDD-2021-00060,Active,Subzero Hr Office,2023/06/30 05:00:00+00,Active,"6061 BASSWOOD DR
CITY OF FITCHBURG, WI 53719",6061,,BASSWOOD,DR,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,CITY OF FITCHBURG,2287
LICFDD-2021-00063,Active,David's Jamaican Cuisine,2023/06/30 05:00:00+00,Active,"5696 Monona DR
Madison, WI 53716",5696,,Monona,DR,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2288
LICFDD-2021-00068,Active,Jason's Jerk,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2289
LICFDD-2021-00069,Active,Jason's Jerk,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2290
LICFDD-2021-00070,Active,Umami Go,2023/06/30 05:00:00+00,Active,"901 Williamson ST
Madison, WI 53703",901,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2291
LICFDD-2021-00076,Active,Chocolate Shoppe Ice Cream,2023/06/30 05:00:00+00,Active,"2531 Monroe ST
Madison, WI 53711",2531,,Monroe,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2292
LICFDD-2021-00077,Active,Nap-n-hill Farm,2023/06/30 05:00:00+00,Active,"1948 COUNTY HIGHWAY B
TOWN OF PLEASANT SPRINGS, WI 53589",1948,,COUNTY HIGHWAY B,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,TOWN OF PLEASANT SPRINGS,2293
LICFDD-2021-00080,Active,Bosben Rd Beef Co,2023/06/30 05:00:00+00,Active,"2987 BOSBEN RD
TOWN OF CHRISTIANA, WI 53531",2987,,BOSBEN,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,TOWN OF CHRISTIANA,2294
LICFDD-2021-00082,Active,El Burrito Loco,2023/06/30 05:00:00+00,Active,"108 JANESVILLE ST
VILLAGE OF OREGON, WI 53575",108,,JANESVILLE,ST,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,VILLAGE OF OREGON,2295
LICFDD-2021-00083,Active,Just Veggiez,2023/06/30 05:00:00+00,Active,"2817 E Washington AVE
Madison, WI 53704",2817,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2296
LICFDD-2021-00084,Active,Kettle Black Kitchen,2023/06/30 05:00:00+00,Active,"1835 Monroe ST
Madison, WI 53711",1835,,Monroe,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2297
LICFDD-2021-00089,Active,Astaisora Llc,2023/06/30 05:00:00+00,Active,"18 E HUDSON ST
VILLAGE OF MAZOMANIE, WI 53560",18,E,HUDSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VILLAGE OF MAZOMANIE,2298
LICFDD-2021-00092,Active,Pj's Pizza Cross Plains,2023/06/30 05:00:00+00,Active,"1830 MAIN ST
CROSS PLAINS, WI 53528",1830,,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CROSS PLAINS,2299
LICFDD-2021-00103,Active,Shizen,2023/06/30 05:00:00+00,Active,"1221 Williamson ST
Madison, WI 53703",1221,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2300
LICFDD-2021-00104,Active,Shizen,2023/06/30 05:00:00+00,Active,"2817 N Sherman AVE
Madison, WI 53704",2817,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2301
LICFDD-2021-00105,Active,Shizen,2023/06/30 05:00:00+00,Active,"6825 UNIVERSITY AVE
MIDDLETON, WI 53562",6825,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,2302
LICFDD-2021-00106,Active,Sushi With Gusto,2023/06/30 05:00:00+00,Active,"3817 Milwaukee ST
Madison, WI 53714",3817,,Milwaukee,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2303
LICFDD-2021-00107,Active,Sushi With Gusto,2023/06/30 05:00:00+00,Active,"711 S Gammon RD
Madison, WI 53719",711,S,Gammon,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2304
LICFDD-2021-00108,Active,Sushi With Gusto,2023/06/30 05:00:00+00,Active,"1099 S GRAND AVE
SUN PRAIRIE, WI 53590",1099,S,GRAND,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,SUN PRAIRIE,2305
LICFDD-2021-00109,Active,Surco Chifa,2023/06/30 05:00:00+00,Active,"28 N MAIN ST
DEERFIELD, WI 53531",28,N,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEERFIELD,2306
LICFDD-2021-00112,Active,Portillo's Hot Dogs Llc,2023/06/30 05:00:00+00,Active,"7230 WEST TOWNE WAY
MADISON, WI 53719",7230,,WEST TOWNE,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,2307
LICFDD-2021-00113,Active,Vfw Memorial Hall,2023/06/30 05:00:00+00,Active,"2740 SKI LN
MADISON, WI 53711",2740,,SKI,LN,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,2308
LICFDD-2021-00114,Active,The Vibrant Veg,2023/06/30 05:00:00+00,Active,"940 Williamson ST
Madison, WI 53703",940,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2309
LICFDD-2021-00115,Active,Jersey Mike's Subs,2023/06/30 05:00:00+00,Active,"434 Gammon PL 3
Madison, WI 53719",434,,Gammon,PL,3,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2310
LICFDD-2021-00116,Active,Ice Cream Social,2023/06/30 05:00:00+00,Active,"2421 UNIVERSITY AVE
Madison, WI 53726",2421,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,Madison,2311
LICFDD-2021-00118,Active,Marigold Kitchen,2023/06/30 05:00:00+00,Active,"118 S Pinckney ST
Madison, WI 53703",118,S,Pinckney,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2312
LICFDD-2021-00123,Active,Costco Wholesale #1491,2023/06/30 05:00:00+00,Active,"1000 BATKER CT
VERONA, WI 53593",1000,,BATKER,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VERONA,2313
LICFDD-2021-00124,Active,Kickback Cafe,2023/06/30 05:00:00+00,Active,"107 S MAIN ST
OREGON, WI 53575",107,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,OREGON,2314
LICFDD-2021-00131,Active,Piggly Wiggly #292,2023/06/30 05:00:00+00,Active,"205 N HOLIDAY DR
VILLAGE OF WAUNAKEE, WI 53597",205,N,HOLIDAY,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VILLAGE OF WAUNAKEE,2315
LICFDD-2021-00133,Active,Food Fix,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2316
LICFDD-2021-00134,Active,Branch & Daughter Quality Meats And Market,2023/06/30 05:00:00+00,Active,"6601 TRAVELER TRL
VILLAGE OF WINDSOR, WI 53598",6601,,TRAVELER,TRL,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VILLAGE OF WINDSOR,2317
LICFDD-2021-00140,Active,Curd Girl,2023/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2318
LICFDD-2021-00141,Active,Bowl Bowl Rice,2023/06/30 05:00:00+00,Active,"2161 Zeier RD
Madison, WI 53704",2161,,Zeier,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2319
LICFDD-2021-00143,Active,Twisted Radish Catering,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2320
LICFDD-2021-00146,Active,Vessel Cafe,2023/06/30 05:00:00+00,Active,"1820 MAIN ST
CROSS PLAINS, WI 53528",1820,,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CROSS PLAINS,2321
LICFDD-2021-00149,Active,Moka,2023/06/30 05:00:00+00,Active,"3517 TRIBECA DR
CITY OF MIDDLETON, WI 53562",3517,,TRIBECA,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF MIDDLETON,2322
LICFDD-2021-00151,Active,Pride Nutrition,2023/06/30 05:00:00+00,Active,"763 N MAIN ST
OREGON, WI 53575",763,N,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,OREGON,2323
LICFDD-2021-00152,Active,Jk Evergreen Ranch,2023/06/30 05:00:00+00,Active,"1553 EVERGREEN RD
BLUE MOUNDS, WI 53517",1553,,EVERGREEN,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,BLUE MOUNDS,2324
LICFDD-2021-00155,Active,Quality Inn And Suites,2023/06/30 05:00:00+00,Active,"105 BUSINESS PARK DR
SUN PRAIRIE, WI 53590",105,,BUSINESS PARK,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2325
LICFDD-2021-00158,Active,Super 8,2023/06/30 05:00:00+00,Active,"1033 EMERALD TER
SUN PRAIRIE, WI 53590",1033,,EMERALD,TER,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2326
LICFDD-2021-00161,Active,A Rod's Tex-mex  American Grills Llc,2023/06/30 05:00:00+00,Active,"2161 Zeier RD
Madison, WI 53704",2161,,Zeier,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2327
LICFDD-2021-00162,Active,Parisi Family Farm,2023/06/30 05:00:00+00,Active,"3718 HALVERSON RD
TOWN OF DUNN, WI 53589",3718,,HALVERSON,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,TOWN OF DUNN,2328
LICFDD-2021-00164,Active,Momma Megs Ice Cream,2023/06/30 05:00:00+00,Active,"6210 NESBITT RD
FITCHBURG, WI 53719",6210,,NESBITT,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,FITCHBURG,2329
LICFDD-2021-00167,Active,Toast,2023/06/30 05:00:00+00,Active,"1521 Gilson ST
Madison, WI 53715",1521,,Gilson,ST,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2330
LICFDD-2021-00173,Active,"Morgan's Bar & Grill, Inc.",2023/06/30 05:00:00+00,Active,"8640 W MINERAL POINT RD
CROSS PLAINS, WI 53528",8640,W,MINERAL POINT,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CROSS PLAINS,2331
LICFDD-2021-00174,Active,Papa's Bbq,2023/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2332
LICFDD-2021-00178,Active,Propa Jerk & Bbq Jamaica Gourmet,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2333
LICFDD-2021-00179,Active,Propa Jerk & Bbq Jamaican Gourmet,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2334
LICFDD-2021-00184,Open,Madcity Hotdogs,2021/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2335
LICFDD-2021-00185,Open,Madcity Hotdogs,2021/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2336
LICFDD-2021-00187,Active,Rollicious Creamery,2023/06/30 05:00:00+00,Active,"407 W MAIN ST
VILLAGE OF MOUNT HOREB, WI 53572",407,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Base,VILLAGE OF MOUNT HOREB,2337
LICFDD-2021-00188,Active,Papa Murphy's,2023/06/30 05:00:00+00,Active,"2041 MCCOY RD
SUN PRAIRIE, WI 53590",2041,,MCCOY,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2338
LICFDD-2021-00189,Active,Papa Murphy's,2023/06/30 05:00:00+00,Active,"2360 JACKSON ST
CITY OF STOUGHTON, WI 53589",2360,,JACKSON,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF STOUGHTON,2339
LICFDD-2021-00190,Active,Papa Murphy's,2023/06/30 05:00:00+00,Active,"6030 Gemini DR
Madison, WI 53718",6030,,Gemini,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2340
LICFDD-2021-00191,Active,Papa Murphy's,2023/06/30 05:00:00+00,Active,"115 E BROADWAY
CITY OF MONONA, WI 53716",115,E,BROADWAY,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF MONONA,2341
LICFDD-2021-00197,Active,Park Service Cafe,2023/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Base,Madison,2342
LICFDD-2021-00198,Active,Park Service Cafe,2023/06/30 05:00:00+00,Active,"709 Atlas AVE
Madison, WI 53714",709,,Atlas,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,Madison,2343
LICFDD-2021-00200,Active,Thai Street Food,2023/06/30 05:00:00+00,Active,"2045 Atwood AVE 109
Madison, WI 53704",2045,,Atwood,AVE,109,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2344
LICFDD-2021-00203,Active,Dive Inn,2023/06/30 05:00:00+00,Active,"521 Cottage Grove RD
Madison, WI 53716",521,,Cottage Grove,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2345
LICFDD-2021-00204,Active,Barnwood Events Wi,2023/06/30 05:00:00+00,Active,"3230 LARSEN RD
TOWN OF BLOOMING GROVE, WI 53711",3230,,LARSEN,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,TOWN OF BLOOMING GROVE,2346
LICFDD-2021-00205,Active,Amc Fitchburg 18,2023/06/30 05:00:00+00,Active,"6091 MCKEE RD
CITY OF FITCHBURG, WI 53719",6091,,MCKEE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF FITCHBURG,2347
LICFDD-2021-00218,Under Review,The Deliciouser,2021/06/30 05:00:00+00,Pending,"931 E MAIN ST, SUITE 7
Madison, WI 53703",931,E,MAIN,ST,7,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2348
LICFDD-2021-00222,Active,Ribmasters Wi,2023/06/30 05:00:00+00,Active,"2300 US HIGHWAY 51 & 138
STOUGHTON, WI 53589",2300,,US HIGHWAY 51 & 138,,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,STOUGHTON,2349
LICFDD-2021-00225,Active,Blind Shot Social Club,2023/06/30 05:00:00+00,Active,"177 S Fair Oaks AVE
Madison, WI 53704",177,S,Fair Oaks,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2350
LICFDD-2021-00230,Active,West Washington Place,2023/06/30 05:00:00+00,Active,"624 W Washington AVE
Madison, WI 53703",624,W,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,Madison,2351
LICFDD-2021-00231,Active,Federal Express,2023/06/30 05:00:00+00,Active,"7322 Manufacturers DR
Madison, WI 53704",7322,,Manufacturers,DR,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,Madison,2352
LICFDD-2021-00232,Open,"American Family ""a"" Building",2021/06/30 05:00:00+00,Pending,"6000 American PKWY
Madison, WI 53783",6000,,American,PKWY,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,Madison,2353
LICFDD-2021-00233,Active,Yahara Chocolate,2023/06/30 05:00:00+00,Active,"261 W MAIN ST
CITY OF STOUGHTON, WI 53589",261,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,CITY OF STOUGHTON,2354
LICFDD-2021-00240,Active,Beans N Cream Coffeeworks,2023/06/30 05:00:00+00,Active,"1731 TECHNOLOGY DR
SUN PRAIRIE, WI 53590",1731,,TECHNOLOGY,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,SUN PRAIRIE,2355
LICFDD-2021-00245,Active,Little John's Restaurant,2023/06/30 05:00:00+00,Active,"411 PRAIRIE HEIGHTS DR
CITY OF VERONA, WI 53593",411,,PRAIRIE HEIGHTS,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF VERONA,2356
LICFDD-2021-00247,Active,Roxys Restobar,2023/06/30 05:00:00+00,Active,"208 W MAIN ST
STOUGHTON, WI 53589",208,W,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,2357
LICFDD-2021-00250,Active,Moka,2023/06/30 05:00:00+00,Active,"900 WINDSOR ST
SUN PRAIRIE, WI 53590",900,,WINDSOR,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2358
LICFDD-2021-00254,Active,I/O Arcade Bar,2023/06/30 05:00:00+00,Active,"924 Williamson ST
Madison, WI 53703",924,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2359
LICFDD-2021-00259,Active,Rosati's Pizza Sun Prairie,2023/06/30 05:00:00+00,Active,"355 E LINNERUD DR
SUN PRAIRIE, WI 53590",355,E,LINNERUD,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2360
LICFDD-2021-00270,Active,China Inn,2023/06/30 05:00:00+00,Active,"4702 Cottage Grove RD
Madison, WI 53716",4702,,Cottage Grove,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2361
LICFDD-2021-00273,Under Review,Mad Mediterranean,2021/06/30 05:00:00+00,Pending,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2362
LICFDD-2021-00274,Active,Mazo Quick Mart,2023/06/30 05:00:00+00,Active,"10 W COMMERCIAL ST
MAZOMANIE, WI 53560",10,W,COMMERCIAL,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MAZOMANIE,2363
LICFDD-2021-00276,Active,Ty's Kitchen,2023/06/30 05:00:00+00,Active,"2300 US HIGHWAY 51 & 138
STOUGHTON, WI 53589",2300,,US HIGHWAY 51 & 138,,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,STOUGHTON,2364
LICFDD-2021-00277,Active,Ty's Kitchen,2023/06/30 05:00:00+00,Active,"2300 US HIGHWAY 51 & 138
STOUGHTON, WI 53589",2300,,US HIGHWAY 51 & 138,,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,STOUGHTON,2365
LICFDD-2021-00290,Active,Asian Kitchen,2023/06/30 05:00:00+00,Active,"449 State ST E
Madison, WI 53703",449,,State,ST,E,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2366
LICFDD-2021-00292,Active,Towne Place Suites,2023/06/30 05:00:00+00,Active,"3055 DEMING WAY
MIDDLETON, WI 53562",3055,,DEMING,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,2367
LICFDD-2021-00301,Active,The Landmark,2023/06/30 05:00:00+00,Active,"100 S MAIN ST
DEFOREST, WI 53532",100,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,2368
LICFDD-2021-00302,Active,Alobudra Llc,2023/06/30 05:00:00+00,Active,"133 W Johnson ST
Madison, WI 53703",133,W,Johnson,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2369
LICFDD-2021-00315,Active,Blue Mounds Grocery & Liquor,2023/06/30 05:00:00+00,Active,"11024 DIVISION ST
BLUE MOUNDS, WI 53517",11024,,DIVISION,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,BLUE MOUNDS,2370
LICFDD-2021-00320,Active,Bare Bones Bagels,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2371
LICFDD-2021-00321,Active,Fresh Mart,2023/06/30 05:00:00+00,Active,"531 A ST
SUN PRAIRIE, WI 53590",531,,A,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,SUN PRAIRIE,2372
LICFDD-2021-00322,Active,Fresh Mart,2023/06/30 05:00:00+00,Active,"531 A ST
SUN PRAIRIE, WI 53590",531,,A,ST,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,SUN PRAIRIE,2373
LICFDD-2021-00327,Active,Sunroom Cafe,2023/06/30 05:00:00+00,Active,"638 State ST
Madison, WI 53703",638,,State,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2374
LICFDD-2021-00329,Active,Starbucks Coffee Company,2023/06/30 05:00:00+00,Active,"1720 US HIGHWAY 51
STOUGHTON, WI 53589",1720,,US HIGHWAY 51,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,2375
LICFDD-2021-00345,Active,Tacos Los Chupacabras,2023/06/30 05:00:00+00,Active,"66 West Towne MALL
Madison, WI 53719",66,,West Towne,MALL,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2376
LICFDD-2021-00347,Active,Grace Coffee,2023/06/30 05:00:00+00,Active,"1004 S Park ST
Madison, WI 53715",1004,S,Park,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2377
